Label,Data,text_length,clean,clean_sentence,clean_sentence_length
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",24,"['oh', 'fuck', 'juswoke', 'bed', 'boatin', 'dock', 'slept', 'year', 'old', 'spinout', 'giv', 'district', 'attorney', 'gossip', 'lr', 'xxx']",oh fuck juswoke bed boatin dock slept year old spinout giv district attorney gossip lr xxx,16
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,26,"['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pours', 'like', 'rain', 'smile', 'someone', 'hurt', 'smile', 'becoz', 'someone', 'still', 'love', 'see', 'smiling']",smile pleasure smile pain smile trouble pours like rain smile someone hurt smile becoz someone still love see smiling,19
ham,Prabha..i'm soryda..realy..frm heart i'm sory,5,"['prabha', 'im', 'soryda', 'realy', 'frm', 'heart', 'sory']",prabha im soryda realy frm heart sory,7
ham,I re-met alex nichols from middle school and it turns out he's dealing!,13,"['remet', 'alex', 'nichols', 'middle', 'school', 'turn', 'he', 'dealing']",remet alex nichols middle school turn he dealing,8
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,22,"['private', 'account', 'statement', 'fone', 'show', 'unredeemed', 'point', 'call', 'identifier', 'code', 'expires']",private account statement fone show unredeemed point call identifier code expires,11
ham,It means u could not keep ur words.,8,"['mean', 'could', 'keep', 'word']",mean could keep word,4
ham,"Nope, I'm still in the market",6,"['nope', 'still', 'market']",nope still market,3
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,34,"['realise', 'busy', 'guy', 'trying', 'bother', 'get', 'exam', 'try', 'car', 'great', 'day']",realise busy guy trying bother get exam try car great day,11
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,28,"['chosen', 'receive', 'award', 'please', 'call', 'claim', 'number', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']",chosen receive award please call claim number collect award selected receive valued mobile customer,14
ham,Hey what how about your project. Started aha da.,9,"['hello', 'hi', 'project', 'started', 'discovery', 'da']",hello hi project started discovery da,6
ham,Ok cool. See ya then.,5,"['kidding', 'cool', 'see']",kidding cool see,3
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,21,"['uworld', 'site', 'buying', 'qbank', 'buying', 'self', 'assessment', 'also']",uworld site buying qbank buying self assessment also,8
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,26,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'please', 'reply']",opinion jada kusruthi lovable silent spl character matured stylish simple please reply,12
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,28,"['someonone', 'know', 'trying', 'contact', 'via', 'dating', 'service', 'find', 'could', 'call', 'mobile', 'landline', 'boxskch']",someonone know trying contact via dating service find could call mobile landline boxskch,13
ham,Yeah I can still give you a ride,8,"['yeah', 'still', 'give', 'ride']",yeah still give ride,4
ham,"Jay wants to work out first, how's 4 sound?",9,"['jay', 'want', 'work', 'first', 'hows', 'sound']",jay want work first hows sound,6
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",9,"['good', 'gud', 'k', 'chikku', 'tke', 'care', 'sleep', 'good', 'type']",good gud k chikku tke care sleep good type,9
ham,Its a part of checking IQ,6,"['part', 'checking', 'intelligence', 'quotient']",part checking intelligence quotient,4
ham,Hmm thinking lor...,3,"['hmm', 'thinking', 'lor']",hmm thinking lor,3
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,27,"['course', 'certainly', 'tease', 'silence', 'know', 'simply', 'must', 'see', 'grin', 'silence', 'keep', 'posted', 'prey', 'silence', 'loving', 'smile', 'devouring', 'kiss']",course certainly tease silence know simply must see grin silence keep posted prey silence loving smile devouring kiss,18
ham,thanks for the temales it was wonderful. Thank. Have a great week.,12,"['thanks', 'temales', 'wonderful', 'thank', 'great', 'week']",thanks temales wonderful thank great week,6
ham,Thank you princess! I want to see your nice juicy booty...,11,"['thank', 'princess', 'want', 'see', 'national', 'institute', 'clinical', 'excellence', 'juicy', 'booty']",thank princess want see national institute clinical excellence juicy booty,10
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,23,"['havent', 'eaten', 'day', 'sitting', 'staring', 'juicy', 'pizza', 'cant', 'eat', 'medication', 'ruining', 'life']",havent eaten day sitting staring juicy pizza cant eat medication ruining life,12
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,6,"['good', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dream', 'muah']",good ni dear slp well take care swt dream muah,10
ham,U come n search tat vid..not finishd..,7,"['come', 'search', 'tattoo', 'vid', 'finishd']",come search tattoo vid finishd,5
ham,"K I'm leaving soon, be there a little after 9",10,"['ok', 'leaving', 'soon', 'little']",ok leaving soon little,4
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,23,"['urgent', 'please', 'call', 'landline', 'cash', 'holiday', 'await', 'collection', 'c', 'stamped', 'po', 'box', 'mxy']",urgent please call landline cash holiday await collection c stamped po box mxy,13
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",20,"['yeah', 'work', 'fine', 'started', 'last', 'week', 'stuff', 'dull', 'easy', 'guy', 'fun']",yeah work fine started last week stuff dull easy guy fun,11
ham,You do your studies alone without anyones help. If you cant no need to study.,15,"['study', 'alone', 'without', 'anyones', 'help', 'cant', 'offence', 'need', 'study']",study alone without anyones help cant offence need study,9
ham,Please tell me not all of my car keys are in your purse,13,"['please', 'tell', 'car', 'kilogram', 'purse']",please tell car kilogram purse,5
ham,I didnt get anything da,5,"['didnt', 'get', 'anything', 'district', 'attorney']",didnt get anything district attorney,5
ham,Ok... Sweet dreams...,3,"['ok', 'awesome', 'dream']",ok awesome dream,3
ham,Well she's in for a big surprise!,7,"['shes', 'great', 'surprise']",shes great surprise,3
ham,"As usual..iam fine, happy &amp; doing well..:)",7,"['usual', 'iam', 'fine', 'happy', 'amp', 'well']",usual iam fine happy amp well,6
ham,1 in cbe. 2 in chennai.,6,"['cbe', 'chennai']",cbe chennai,2
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,18,"['help', 'swoop', 'picking', 'wherever', 'bird', 'meeting', 'want']",help swoop picking wherever bird meeting want,7
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,25,"['anyone', 'call', 'treadmill', 'say', 'youll', 'buy', 'make', 'sure', 'working', 'found', 'anno', 'domini', 'craigslist', 'selling', 'dollar']",anyone call treadmill say youll buy make sure working found anno domini craigslist selling dollar,15
ham,I absolutely LOVE South Park! I only recently started watching the office.,12,"['absolutely', 'love', 'south', 'park', 'recently', 'started', 'watching', 'office']",absolutely love south park recently started watching office,8
ham,Did you see that film:),5,"['see', 'film']",see film,2
ham,Pls speak with me. I wont ask anything other then you friendship.,12,"['please', 'speak', 'wont', 'ask', 'anything', 'friendship']",please speak wont ask anything friendship,6
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",63,"['storming', 'msg', 'wen', 'lift', 'phne', 'say', 'hello', 'knw', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'knw', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', 'forget', 'name', 'person']",storming msg wen lift phne say hello knw real meaning hello name girl yes knw girl margaret hello girlfrnd f grahmbell invnted telphone moralone forget name person,27
ham,Gud ni8.swt drms.take care,4,"['good', 'ni', 'swt', 'drms', 'take', 'care']",good ni swt drms take care,6
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,33,"['hello', 'darlin', 'kate', 'doin', 'somethin', 'tonight', 'going', 'bar', 'called', 'swan', 'something', 'parent', 'one', 'love', 'drink', 'phone']",hello darlin kate doin somethin tonight going bar called swan something parent one love drink phone,16
ham,Anything lar then Ì_ not going home 4 dinner?,9,"['anything', 'lar', 'going', 'home', 'dinner']",anything lar going home dinner,5
ham,\ER,1,['er'],er,1
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",28,"['dont', 'prize', 'go', 'another', 'customer', 'tc', 'pmin', 'polo', 'live', 'suite', 'london', 'wj', 'hl', 'please', 'call', 'back', 'busy']",dont prize go another customer tc pmin polo live suite london wj hl please call back busy,17
ham,Did u fix the teeth?if not do it asap.ok take care.,11,"['dose', 'drug', 'teethif', 'asap', 'ok', 'take', 'care']",dose drug teethif asap ok take care,7
ham,So u wan 2 come for our dinner tonight a not?,11,"['newb', 'come', 'dinner', 'tonight']",newb come dinner tonight,4
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",31,"['hello', 'doingwhat', 'moving', 'flat', 'need', 'arrange', 'pick', 'lamp', 'etc', 'take', 'care', 'hello', 'caroline']",hello doingwhat moving flat need arrange pick lamp etc take care hello caroline,13
ham,Its too late:)but its k.wish you the same.,8,"['late', 'k', 'wish']",late k wish,3
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",21,"['hi', 'hope', 'day', 'indicating', 'spelling', 'correction', 'good', 'back', 'walk', 'table', 'booked', 'half', 'eight', 'let', 'know', 'coming']",hi hope day indicating spelling correction good back walk table booked half eight let know coming,16
ham,Oh yeah clearly it's my fault,6,"['half', 'yeah', 'clearly', 'fault']",half yeah clearly fault,4
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,13,"['know', 'leh', 'cant', 'remember', 'mayb', 'lor', 'time', 'whatever', 'meeting', 'tmr']",know leh cant remember mayb lor time whatever meeting tmr,10
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",34,"['best', 'msg', 'hard', 'person', 'know', 'one', 'love', 'step', 'foward', 'make', 'fall', 'love', 'amp', 'one', 'love', 'step', 'back', 'ruin', 'friendship', 'good', 'night', 'silence']",best msg hard person know one love step foward make fall love amp one love step back ruin friendship good night silence,22
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,23,"['urgent', 'mobile', 'number', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr', 'ppm']",urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,13
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",16,"['helloooo', 'wake', 'sweet', 'morning', 'welcome', 'enjoy', 'day', 'full', 'joy', 'gud', 'mrng']",helloooo wake sweet morning welcome enjoy day full joy gud mrng,11
ham,"Vikky, come around  &lt;TIME&gt; ..",6,"['vikky', 'come', 'around', 'lttimegt']",vikky come around lttimegt,4
ham,"And how you will do that, princess? :)",8,['princess'],princess,1
ham,I have gone into get info bt dont know what to do,12,"['gone', 'get', 'information', 'bittorrent', 'dont', 'know']",gone get information bittorrent dont know,6
ham,"Yeah, probably here for a while",6,"['yeah', 'probably']",yeah probably,2
ham,Sent me ur email id soon,6,"['sent', 'email', 'identity', 'soon']",sent email identity soon,4
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",26,"['urgent', 'week', 'free', 'membership', 'prize', 'jackpot', 'message', 'word', 'claim', 'tc', 'lccltd', 'pobox', 'ldnwarw']",urgent week free membership prize jackpot message word claim tc lccltd pobox ldnwarw,13
ham,I'm still pretty weak today .. Bad day ?,9,"['still', 'pretty', 'weak', 'today', 'good', 'day']",still pretty weak today good day,6
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,23,"['hello', 'hi', 'forget', 'silence', 'mine', 'silence', 'silence', 'possession', 'silence', 'property', 'silence', 'pleasure', 'silence', 'childish', 'smile', 'silence']",hello hi forget silence mine silence silence possession silence property silence pleasure silence childish smile silence,16
